speech,3,sdn,6.41
speech,3,ach,0.95
speech,3,wgw,3.08
speech,2,wgw,3.12
speech,1,sdn,9.31
speech,2,sdn,9.42
speech,1,ach,0.87
speech,1,wgw,3.16
speech,2,ach,0.99
ball,2,wgw,8.95
ball,1,ach,1.6
ball,1,wgw,7.11
ball,3,sdn,9.13
ball,2,ach,0.72
ball,2,sdn,7.91
ball,1,sdn,9.38
ball,3,wgw,7.73
ball,3,ach,1.1
