speech,2,wgw,6
speech,3,sdn,7.57
speech,1,wgw,7.58
speech,3,wgw,3.8
speech,1,ach,2.38
speech,2,ach,7.14
speech,1,sdn,6.5
speech,3,ach,3.24
speech,2,sdn,2.09
ball,2,ach,7.52
ball,3,ach,7.45
ball,1,sdn,1.88
ball,3,wgw,3.5
ball,2,wgw,7.78
ball,1,ach,7.8
ball,3,sdn,2.02
ball,1,wgw,7.68
ball,2,sdn,2.47
