speech,2,ach,3.21
speech,3,ach,6.38
speech,2,sdn,3.45
speech,1,wgw,5.18
speech,1,ach,4.79
speech,2,wgw,4.42
speech,3,sdn,8.16
speech,1,sdn,6.05
speech,3,wgw,3.67
ball,3,sdn,5.08
ball,3,wgw,5.62
ball,2,ach,2.58
ball,1,sdn,5.69
ball,1,ach,1.76
ball,1,wgw,4.79
ball,2,sdn,5.46
ball,3,ach,3.17
ball,2,wgw,5.41
