speech,1,ach,1.64
speech,3,sdn,1.05
speech,2,ach,4.31
speech,1,sdn,3.93
speech,1,wgw,5.72
speech,3,wgw,3.98
speech,3,ach,2.48
speech,2,wgw,6.61
speech,2,sdn,7.62
ball,1,ach,1.96
ball,2,ach,3.27
ball,3,sdn,5.44
ball,1,sdn,5.64
ball,2,sdn,6.4
ball,2,wgw,7.58
ball,3,wgw,7.68
ball,1,wgw,4.42
ball,3,ach,0.66
